                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2667,                 4.0567,                 1.1713,                0.01757,                0.05759,                0.03235,                 0.0136,                 2.1515,                 3.7596,                 1.0303,             0.00025051,             0.00025051,             0.00025051
                      2,                 2.2149,                 2.5428,                 1.0279,                0.63166,                0.11481,                0.20382,                0.09166,                 2.2145,                 2.7356,                 1.0093,             0.00045666,             0.00045666,             0.00045666
                      3,                 2.1939,                 1.7821,                 1.0163,                0.43059,                0.38715,                0.30964,                0.13387,                 2.1785,                 2.0131,                  1.008,             0.00061207,             0.00061207,             0.00061207
                      4,                 2.0706,                 1.3755,                 1.0018,                0.54493,                0.41212,                0.39563,                0.18143,                 2.1236,                 1.4206,                 1.0014,             0.00054061,             0.00054061,             0.00054061
                      5,                  2.015,                 1.2663,                0.99591,                0.56121,                0.46641,                0.43854,                0.20474,                 2.0471,                 1.2512,                0.98938,             0.00046448,             0.00046448,             0.00046448
                      6,                 1.9477,                 1.1612,                0.98442,                0.58775,                 0.4457,                0.45781,                 0.2145,                 2.0583,                 1.1887,                0.99535,             0.00038835,             0.00038835,             0.00038835
                      7,                 1.8863,                 1.1117,                0.97246,                0.53329,                0.51273,                0.48559,                 0.2288,                 1.8858,                 1.1765,                0.96625,             0.00031221,             0.00031221,             0.00031221
                      8,                 1.8228,                 1.0554,                0.96758,                0.62331,                0.49945,                 0.4913,                0.22925,                 1.9282,                 1.0908,                 0.9721,             0.00023608,             0.00023608,             0.00023608
                      9,                 1.8072,                 1.0065,                0.96333,                0.57055,                0.46465,                0.51135,                0.23999,                 1.8609,                 1.0879,                0.96595,             0.00015995,             0.00015995,             0.00015995
                     10,                 1.7797,                0.97794,                0.95922,                0.57554,                0.53632,                0.53777,                0.24234,                 1.9153,                 1.0077,                0.96866,             8.3821e-05,             8.3821e-05,             8.3821e-05
